thread_id,customer_text,brand_text,llm_predicted_intent,gold_intent,gold_escalate,labeler_notes
179981,"@116928  buenos días, me parece increíble que después de 3 llamadas no me resuelvan el problema y me cuelguen. Vaya servicio d At cliente https://t.co/yQdJT3aZa5",@158364 Lamento cualquier inconveniente. ¿Podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta? ^VL,support_process_complaint,support_process_complaint,Y,
23183,@AmazonHelp Oui j’attends un mail de remboursement qui n’est jamais arrivé,"@121049 D'accord, Veuillez nous tenir informés si vous avez reçu l'email de remboursement.",refund_return,refund_return,N,
259408,@115830 just bought two Disney blu-rays from the 2 for £14 deal but seem to have been charged full price at checkout.,"@177686 I'm sorry! We don't have access to your order details via Twitter, please reach out to us here: https://t.co/JzP7hlRCV9 ^ME",payment_billing,payment_billing,N,
1261207,@169994 Where?!?  😮😯🙃,"@415453 If you have notifications for Treasure Truck turned on in your app, you'll receive an update on the location and product. ^MH",delivery_issue,delivery_issue,N,
2200740,"@115830 at which point does leaving a parcel on the doorstep constitute as being ""handed to resident""?",@615458 I'm sorry for the conflicting information. Feel free to e-mail us the order information and we'll review the feedback: https://t.co/JzP7hlA23B ^MG,delivery_issue,delivery_issue,N,
76046,"Hé oui @120533, je savais que vous ne publieriez pas mon commentaire car il vous dérange, je ne dis pourtant que la vérité, et pas grave, je le publie ici ! Faites qqch au sujet de vos livreurs franchement, y’en a marre !!!!! #amazon #amazonfr #@115821 https://t.co/rEaQpPbp15","@133019 Bonjour,
Rencontrez-vous un souci avec une livraison en cours? Pouvez-vous nous expliquer davantage la situation je vous prie? 
^SA",delivery_issue,delivery_issue,Y,
2636905,"@AmazonHelp That's happening every single time, even if I leave the app for 2 sec https://t.co/Qqa1zqMzT3",@132143 Sorry you're having trouble with Amazon Video. Here is a link to a page that should help with this:https://t.co/E5XiZG2gjl ^AP,account_technical,account_technical,N,
96863,@AmazonHelp My Sub/Save item was charged a week ago and still hasn't shipped -- is that normal?,"@137142 Sorry to hear that, Araxie. Can I ask what delivery date you were provided with?^TI",delivery_issue,delivery_issue,N,
1899097,"@AmazonHelp ご丁寧にありがとうぎざいます。アプリの入れ直しはやってみたのですが、もう一度試してみます。
洋書のサンプルをDLしたところ、国内出版物を検索しても検出されなくなったのですが、何か設定が必要でしょうか？",@565987 ご質問の件につきましては、ご利用環境などをお伺いした上でご案内させていただきますので、誠に恐れ入りますが、先ほどご案内したリンクよりカスタマーサービスにお問い合わせください。TN,account_technical,account_technical,N,
2376122,@115850 So convenient for you guys to just change the delivery date. It was supposed to arrive today and I have a trip tomorrow morning. What do you want me to do now? I want the bag for tomorrow morning 6AM. https://t.co/jU6abVosSH,@341062 Sorry to know about the delay in the delivery of the order. I'll be sure to pass on your feedback to our specialist team internally. Kindly wait until the mentioned time frame for the delivery of the order. Do keep us posted. Appreciate your patience. ^AK,delivery_issue,delivery_issue,N,
461372,@AmazonHelp Is there anything anyone can do to help me? Chat and phone have been worthless. I need this escalated if possible.,"@224620 We are happy to get you the help you need, before we escalate you, could you provide a bit more detail as to exactly what occurred with your poor experience. ^BT",support_process_complaint,support_process_complaint,Y,
2960507,@AmazonHelp You can’t duplicate the issue because the product listing has subsequently been updated/corrected. Only my screenshots and chat logs show that you were advertising a different model for the same price.,"@799915 We'd like to look further into this with you, Skye. In order for us to do so, please provide your details here: https://t.co/4ZM4z8sEMO. ^WJ",product_info_availability,product_info_availability,N,
1474819,"@AmazonHelp Fahrenheit.. Echo is 20 off from everything I own... google, Siri, Nest all say the same Echo does not",@121149 Thanks for the update. Please contact us here for live troubleshooting assistance: https://t.co/EKXRLsnxJu ^GG,other_uncategorized,other_uncategorized,Y,
77475,@115825 In welcher Sprache läuft bei Euch aktuell das Freitagsspiel?,"@817047 Da es sich um ein Bundesliga-Spiel handelt, wird es auf Deutsch übertragen ⚽️ ^BL",product_info_availability,product_info_availability,N,
222653,@115821 @116316 @AmazonHelp can answers my e-mails? I want know why my account was locked. I send t requested info but I am still waiting,@169192 Did you already get in touch with our customer service? Regards ^UK,account_technical,account_technical,N,
2609898,"@AmazonHelp Estou planejando comprar Mr. Mercedes, Psicose e O Iluminado ❤️","@738143 Que ótima escolha Jackeline 💕, achamos que você já o carriho está pronto para Black Friday, né? ^MB https://t.co/NMKXFgaAhu",product_info_availability,product_info_availability,N,
160429,"@AmazonHelp Hi, I purchased an item from https://t.co/74EFtoe8tF on Wednesday 22nd of November and 2 days later it’s on sale quite considerably. Am I eligible for a refund to the sale price. Thanks.","@152958 Hi there, This item would not be eligible for price matching, as we do not offer price matching. Don't forget you 30 days to return most items for a refund. 

Hope this helps! 

-RD",refund_return,refund_return,N,
1585052,"@AmazonHelp Impossible if YOU have deleted the orders. Now I know why everything is ok on your site, only   positive feedback are placed.",@487717 Hi Bobby- To confirm what do you mean by deleted the orders? If an order is canceled it would still show on your acc ^NV,support_process_complaint,support_process_complaint,Y,
2495433,"@AmazonHelp 7 items split between 2 orders. 2 of those orders are non-amazon, the rest all say amazon llc","@712207 While we appreciate that info, we need to know who the physical carrier was. You can find that info with the same link. 😊 ^JD",delivery_issue,delivery_issue,N,
1660815,@120533 @AmazonHelp Comment se faire rembourser des cosmétiques vidés dans le colis? https://t.co/mwIdienT0u,"@506621 Bonjour, Je suis désolé pour cela. Contactez s'il vous plaît notre SC pour qu'ils vous aident via https://t.co/hgIrz9pN5g
^YL",refund_return,refund_return,N,
1139778,@120533 un code de reduction pour ce panier ? https://t.co/MBXGkxAV2t,"@388297 Nous n'offrons pas de codes de réduction, ceci dit vous pouvez suivre les promotions via le lien: https://t.co/jJiZXOMu6x.^ASZ",promo_giftcard,promo_giftcard,N,
197743,@115850 @115821 @AmazonHelp I have click the link but not shown any reaction when reached the book in my hand.,@162506 I'm sorry for the delay. Please visit this link: https://t.co/vlvfJr4nN9 and we'll be glad to help you. ^SI,account_technical,account_technical,N,
2770653,"@AmazonHelp if I have Echo Plus in one room and Echo dot in another, can I stream different music on both, can I play the same track on both?","@181569 Both Echo devices will play the same song provided you're streaming them from 2 individual apps. If you're using the same app, only one device will play the song at a time. Yes, you can stream different music using different applications. ^RI",product_info_availability,product_info_availability,N,
888260,"@115830 your delivery drivers are a joke! Lazy and rude! Saw him coming, he delivered a parcel to my neighbour and dropped mine off there too despite me standing with the door open..","@330908 I'm very sorry for this, Paul. If you'd like to leave carrier feedback, please visit us here: https://t.co/JzP7hlA23B ^RB",delivery_issue,delivery_issue,N,
421495,"@AmazonHelp spedito da Amazon, ma il problema non è vostro ma dell’Agenzia incompetente.","@215429 Mi dispiace, segnala l'accaduto al Servizio Clienti cliccando qui: https://t.co/YtcS8zMWhk. ^MA",delivery_issue,delivery_issue,N,
131767,"@AmazonHelp Still their is no response from your side no one come for investigation As you mention in your tweet i have provide my detail on your link
This is the way of your work its really to bad service","@145711 Sorry for the miss, Pratap. We'd like to have a closer look on this issue. Please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. ^RI",support_process_complaint,support_process_complaint,Y,
1364717,@AmazonHelp Elogio enviado! 😍,"@437745 Agradecemos muito seu comentário, Janaína. Um abraço grande para você 😊 ^LG https://t.co/AGsL8kkyMT",other_uncategorized,other_uncategorized,Y,
2984642,@AmazonHelp It is way too long to fit in a twitter reply.  I am just amazed that the largest online retailer is unable to do a simple replacement of a tv season blu ray without giving someone the run around,@823024 I'm sorry to hear about this. Was the blu-ray sold by a Seller on Amazon or is it currently out of stock? What was your father  advised when he contacted us? If you can give us a little more information we may be able to explain why. ^MI,support_process_complaint,support_process_complaint,Y,
1773267,@AmazonHelp It was usps but it didn’t update til 8:05 pm that they would not deliver it until stated above,"@454578 That's incredibly frustrating, again, I'm sorry. Please keep us posted on your delivery tomorrow. ^AM",delivery_issue,delivery_issue,N,
266854,@179592 @116313 たまらんですなぁ,@179591 @179592 |ω・)ﾁﾗｯ.｡oO(ぜひご覧ください✨) YM,other_uncategorized,other_uncategorized,Y,
927512,"@AmazonHelp @115850 @119625 again one of my friend is facing ur pathetic srvc,this is repeating for second time,very disappointed https://t.co/7aKVTTnaHt","@305262 Please don't provide your order number, we consider it to be personal info. Our Twitter page is visible to the public. ^MP(2/2)",support_process_complaint,support_process_complaint,Y,
1502866,@AmazonHelp I redeemed it but I have problems with that.,"@468814 Hello Elric - Have you checked your messages for a benefit confirmation e-mail here: https://t.co/Yo6VD4ythL?

- Rick",promo_giftcard,promo_giftcard,N,
180222,"@115850 never expected a bullying &amp; crooked behaviour from Amazon. I requested a return of defective iPhone SE, no one from Amazon..contd#",@158406 Suggest you to contact the manufacturer and claim the warranty. ^SG(2/2),refund_return,refund_return,N,
1014702,@AmazonHelp No I have talk complain over this issue but just assurance no action they are cheater that why I tried to highlight this issue to u all,@360103 here: https://t.co/GIJyeYqKE0 so that we can get in touch with you. (2/2)^SQ,support_process_complaint,support_process_complaint,Y,
2131011,Also just got notification that my @115830 parcel couldn’t be delivered cos they tried to deliver to a business address at 7:20pm. Sometimes wonder what the point of prime next day delivery is 🤔,@627184 I'm sorry for the poor delivery experience! Let's look into this together by phone or chat here: https://t.co/JzP7hlA23B ^TG,delivery_issue,delivery_issue,N,
365215,@AmazonHelp I've had a couple of times! How many details you need for one resolution ?? I am amazed to see on the post-sale services! Need to buck-up!,"@202515 If you have shared your details, you must have received a correspondence from our team. Request you to check. ^SQ",support_process_complaint,support_process_complaint,Y,
1630232,@AmazonHelp now I get it. UK. Delivered by Amazon Logistics. Not the first time it has happened &amp; DPD seem to think it’s OK to do it too.,@498976 We'd like to make sure this is reported! Please reach us by phone or chat here:  https://t.co/JzP7hlA23B ^AB,delivery_issue,delivery_issue,N,
2498483,@115850 @AmazonHelp Kindly look into this,@712913 That's odd. Kindly re-install the app once. Do let us know if the issue still persists. ^PS,support_process_complaint,support_process_complaint,Y,
2850730,@AmazonHelp The contest that's running right now...,"@191152 I understand your concern. For more info about the eligibility of the contest, please refer to the T&amp;C mentioned on the contest page. ^SV",promo_giftcard,promo_giftcard,N,
579075,@AmazonHelp Safe to post the two order numbers here for you to look into?,"@255992 We can't access any account or order information over Twitter. If you contact us and mention the issue, we'll look into what's affecting the Amazon Locker.^PJ",security_scam_report,security_scam_report,Y,
2008300,"@AmazonHelp why am I paying for Prime if my ""two day free shipping"" takes more than two days....",@593859 Have we missed your estimated delivery date in your confirmation e-mail? Please let us know: https://t.co/BSdyHZWRr0 ^KJ,payment_billing,payment_billing,N,
797514,@115851 let me know how to send @115850 gift card to you I'm feedup with this joker's I've 3072 inr balance need to transfer you,"@158494 As requested previously, please fill in your details in the form provided so we could fix this. ^JC",promo_giftcard,promo_giftcard,N,
306205,Prime readingとkindle unlimitedの区別ってどうされるの？両会員だけどアンリミ購入のボタンしか表示されない。@118500,"@189102 Prime Reading対象コンテンツは、全てKindle Unlimitedでご利用いただけます。
そのため、LuLu様の画面ではKindle Unlimitedボタンが表示されます。
詳しくはこちら＞https://t.co/UYNjD7zb3G　MH",product_info_availability,product_info_availability,N,
437337,@115850 Only of it was picked back.. But no refund received till date.....nobody came to pick other one... Very poor after sales service,"@218862 Sorry to know about the delay in pick up. Please call us here: https://t.co/TK4yevTaND, and we'll assist you. ^NR",refund_return,refund_return,N,
633558,". @115821's Kindle Fire OS is unusable. The new Fire Kids Editions I bought were literally impossible to set up without accepting a trial of Kindle Free Time Unlimited.

I can't figure how to limit the apps my 6yo can see and download to only things I have approved.","@270176 Hi there, Dave! We'd love to help out in any way we can. Please reach out to us via phone or live chat here: https://t.co/hApLpMlfHN, so we can look further into this with you in real-time. ^WJ",other_uncategorized,other_uncategorized,Y,
1188974,"@AmazonHelp Crap!! Who needs your apology! Either you deliver, or take back everything. On a recorded line I’ve initiated a return! Record that!","@338159 We are working with logistics towards delivering this order, appreciate your patience. ^MJ",refund_return,refund_return,Y,
665473,@115850 What is this??😂 https://t.co/4ZhitfrO2e,@339213 Thank you for flagging this. We'll get this rectified. ^SU,product_info_availability,product_info_availability,N,
1140848,"Eu entro na @117086 só pra pesquisar os livros que eu preciso ler, eventualmente comprar e nunca vou ler. :(","@388546 Olá Carlos, eita nossa, por nunca vai ler? 😭 ^DA",other_uncategorized,other_uncategorized,Y,
1565142,@115830 please can you help me speak to a real person rather than a robot on the Amazon flex driver support.,"@483198 We'd like to help. Without providing any personal info, please tell us more about what's going on. ^KB",support_process_complaint,support_process_complaint,Y,
180490,@117086 quantos emails mais vou precisar enviar para vocês me responderem sobre meu pagamento de associados?,"@158442 Olá DaYukie, você poderia nos explicar com mais detalhes o que aconteceu sem publicar detalhes da sua conta? ^DA",payment_billing,payment_billing,N,
246424,@115850  https://t.co/Kx2sLVIFPy,"@177543 For more information on this, request you to kindly check: https://t.co/gfi8dTn9cO (3/3) ^SV",other_uncategorized,other_uncategorized,Y,
539758,"@AmazonHelp Ich habe derzeit KEINEN Stick, da ich ihn aufgrund der zu diesem Zeitpunkt fehlenden Option zurückgeschickt hatte. Die Option scheint nun also wieder integriert zu sein? Nicht dass ich ihn jetzt erneut bestelle und sie doch fehlt oder irgenwann wieder blödsinnig entfernt wird.","@245182 Alex, wenn du ihn wieder hast, stell bitte die Frage einfach erneut. Wir beantworten dir das dann selbstverständlich gerne noch einmal 🤠🤗😘 ^AS",product_info_availability,product_info_availability,N,
669742,"@115850 
I understand your concern is regarding the order # 407-4829849-8324364.

I'm sorry to inform you that order was cancelled due to a pricing issue.
What does that mean if this is the issue with pricing who problem is that?
You should take the responsibility and deliever.","@271126 We've sent a correspondence to your registered email address. Kindly refer the same for further assistance. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AU",refund_return,refund_return,N,
539801,@AmazonHelp @115821 .. I ordered HP laptop but you people delivered some screens. I am your one of the prime customers. And your team is not helping me. Expecting some response from you.. https://t.co/wwxVmhM7aQ,"@245190 I'm truly sorry about the incorrect delivery being made! When you spoke with customer service, what did they advise you to do? Please let us know, we'd love to assist you with this. ^GP",delivery_issue,delivery_issue,N,
469450,@115850 Dear Amazon Maine Prime Membership Join Kr Li Hai But Abhi Tak Prime Membership Card And Wo Keychain Nhi Mili Hai Why....I Love That Keychain.,"@226783 That was an introductory offer, available for limited time only. As an alternative, you can enjoy great videos and awesome deals with prime access. Welcome to the prime family. :D ^RW",delivery_issue,delivery_issue,N,
264753,Dear @115850 Thank u 4 ur pathetic service delivery &amp; customer experience. Don't fool customer on the name of Prime &amp;1 day delivery.,"@179071 We're sorry to hear that, Rahul. Could you please elaborate on what went wrong so we could check right away? ^HK",delivery_issue,delivery_issue,Y,
391184,"@115850 order product worth 1033 INR, received duplicate copy of 599 INR. DISGUSTING. @AmazonHelp is it pirated copy of book? https://t.co/DLGP2swNke",@208623 here: https://t.co/TdDksLo6Mf and we'll look into this. (2/2) ^HD,refund_return,refund_return,Y,
2808469,@115821 why delivery charges has been added in my order even after my order were eligible for free delivery #amazonIndia https://t.co/1umqdTUaDF,"@783248 Some sellers do not charge for delivery while some sellers do. Rates, restrictions, and methods vary from seller to seller and aren't set by Amazon.in.

You can check more information here: https://t.co/xMeMQNCQ6J   2/2^SC",delivery_issue,delivery_issue,N,
1133492,"@115821 @115850 
@119625  @AmazonHelp 
I ordered my product before 6hrs &amp; I've my prime membership still its not shipped yet?why?!!",@387082 Orders take time to be shipped by the vendors and they're delivered as per the estimated delivery date assigned. Kindly wait.^RS,delivery_issue,delivery_issue,Y,
2107314,@117804 E a capinha do Kindle paperwhite? Essa não vai ter promoção nunca?,"@621856 Oi Daniel, não dispomos dessas informações mas assim que tivermos novidades serão anunciadas no site. ^VL",product_info_availability,product_info_availability,N,
2435658,"@AmazonHelp I’m a little frustrated. I ordered something and paid extra for Prime one-day shipping for a birthday present, and it...",@222102 I'm so sorry your item didn't arrive on time! Reach out to us here: https://t.co/hApLpMlfHN so we can look into options. ^ZW,delivery_issue,delivery_issue,N,
1615590,"@115850  refund is issued on24th Oct, it's been 10days still awaiting for refund. Such an amazing service kudos.",@495481 our support team for further assistance? [2/2]^SK,refund_return,refund_return,N,
1886010,"@115850 .. hi team, not able to add gift card to my account. Please check. https://t.co/Si3FpZ6EPh","@562535 I'm sorry for the trouble in adding the Gift Card, call us here: https://t.co/vlvfJr4nN9 &amp; we'll check this for you. ^MJ",account_technical,account_technical,N,
