thread_id,customer_tweet_id,customer_text,customer_created_at,brand_tweet_id,brand_text,brand_created_at
73543,73543,"@115850 @115821 @115851 @118702 @132444  So this what I got when I ordered an air purifier for an colleague on @115850 . Turns out I ended up paying Rs.14,000 to order trash. Serious loss of trust in ordering anything online again. https://t.co/M83INQr4zV",Thu Nov 30 03:27:39 +0000 2017,73542,@132443 Apologies for not receiving the air purifier. This was never intended. Please report it to our support team through the link here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SC,Thu Nov 30 03:46:00 +0000 2017
343779,343779,"@AmazonHelp (UK) Have an essential parcel (track ID Q22628137883) due today &amp; I received email ""delivery failed"". Why? We've been in all day",Tue Nov 07 15:41:44 +0000 2017,343778,@197807 I'm sorry you didn't receive your order! Have you reported this to our Customer Support team: https://t.co/JzP7hlA23B? ^ME,Tue Nov 07 15:49:32 +0000 2017
2617262,2617262,@AmazonHelp Not Shipped.,Sun Nov 26 22:20:16 +0000 2017,2617264,"@739717 Alright! Thanks for letting us know, Khaled. If the item hasn't shipped yet, then you should be able to see the estimated delivery date on the same page. Is it past that date yet? ^JD",Sun Nov 26 22:23:00 +0000 2017
1666562,1666562,ボガブルーレイをお買い上げ〜！間違ってプライム登録してしまったのでお急ぎ便にした。せっかくなので来月まではお急ぎ便ガンガン使ってやる,Mon Nov 06 11:11:46 +0000 2017,1666561,@507689 意図しない形でのご登録となったところ誠に恐縮ですが、Amazonプライムでは様々な特典をご用意しておりますので、ぜひご活用いただければと存じます。https://t.co/qjaFIyMkEk TN,Mon Nov 06 11:18:27 +0000 2017
2806630,2806630,The a way to let amazon know their driver might have delivered my package to the wrong house? No one came by which means they delivered to the other side of the complex. Bleh!,Wed Nov 22 03:15:06 +0000 2017,2806628,@165997 Hi Sarah! I'm sorry you haven't received your package. Would you let us know who the carrier is assigned to your package? You can see that here: https://t.co/Y5jpI9gRhE We're here to help where we can! ^KL,Wed Nov 22 03:28:33 +0000 2017
2309738,2309738,"@AmazonHelp Request you to check the replies 2ur emails before tweeting. Btw, Flipkart just confirmed the order 👋👍",Tue Nov 14 04:32:30 +0000 2017,2309739,"@669901 I get your disappointment. However, since Twitter is a social media platform, we'd not be able to check/access your account here. Kindly reply to the email sent by the Social Media team &amp; we'll take this up further. Appreciate your understanding. ^EM",Tue Nov 14 04:54:29 +0000 2017
611061,611061,@AmazonHelp Dois dias seguidos. Dois dias em que estou em casa e o entregador não aparece aqui e diz que não conseguiu fazer a entrega? Não pode ser sério um serviço porco desses,Thu Nov 23 12:21:44 +0000 2017,611063,"@148259 Thales, sentimos muito esta experiencia. Por favor, entre em contato com nossos companheiros de Suporte ao Cliente para que possam verificar o que aconteceu: https://t.co/qGpkDwGRhX. ^DA",Thu Nov 23 12:26:28 +0000 2017
2533209,2533209,@115830 Hi is there someone that can help with a problem.,Mon Oct 30 12:12:22 +0000 2017,2533208,"@720880 Hi, we'll try our best to help! What seems to be the trouble? Please avoid posting order specifics ^TS",Mon Oct 30 12:38:20 +0000 2017
1438217,1438217,I am quite amused by @115821's inability to provide a straight answer about the status of an order that obviously is having problems.,Thu Nov 02 10:27:47 +0000 2017,1438216,@118090 Is you order delayed? ^KM,Thu Nov 02 10:35:28 +0000 2017
2238253,2238253,@115830 3rd attempt to find out why you aren't delivering prime orders to my address on a weekend &amp; still no response.  Very poor customer service,Fri Nov 10 15:17:48 +0000 2017,2238252,"@652670 Sorry to hear. If your address is listed as commercial it may block weekend deliveries. Can you delete your address from your account and re-add it, ensure that you allow Weekend Deliveries and check if that resolves the issue for you? https://t.co/POYWE5ernt ^MI",Fri Nov 10 15:32:29 +0000 2017
910365,910365,"@115821 @115817 First time no. 2nd time, was told that it was in transit but time ran out.",Sat Oct 21 07:08:36 +0000 2017,911503,"@336239 Sorry to hear that, its not what we want you to experience, did you get a new delivery date? ^AS",Sat Oct 21 07:10:58 +0000 2017
73452,73452,@AmazonHelp sí! uno de los gratuitos que están disponibles! Hay un apartado concreto para los libros gratuitos en la tienda Kindle? @117634 Gracias!,Thu Nov 30 10:44:53 +0000 2017,73451,"@132427 Sito, actualmente puedes filtrar las búsquedas por precio y ofertas especiales. En el siguiente enlace puedes verlo al lado izquierdo: https://t.co/3H0CbZzSiP  ^FZ",Thu Nov 30 10:54:07 +0000 2017
2166597,2166597,"@AmazonHelp Ich hab zwei separate Bestellungen abgehen, Vol 1 und Vol 2. Das erste wurde schon versendet beim zweiten tut sich nichts. Bei @635871 ist es genau so",Thu Nov 09 09:52:03 +0000 2017,2166598,"@635872 Gerne gucken wir uns das an. Melde dich über den Link, den dir ^DW geschickt hat. Viele Grüße ^UK",Thu Nov 09 09:54:00 +0000 2017
1380297,1380297,@AmazonHelp This is 2nd time i send my details. Why always you ask me to do all the steps repeatedly. Are you here to just keep me in loop. I worried..🙏,Tue Oct 31 00:07:26 +0000 2017,1380298,"@413729 I understand your concern, Hemant. We've received your details. We'll get in touch with you soon. ^HD",Tue Oct 31 00:19:00 +0000 2017
341473,341473,@115850 Remington india says to contact Amazon for the same can someone please contact me at the earliest,Sat Oct 28 07:46:45 +0000 2017,1383305,@197578 Kindly contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. 2/2^VH,Sat Oct 28 08:00:38 +0000 2017
2943158,2943158,"@AmazonHelp Non, je n'ai pas signalé l'incident au SAV, je viens de recevoir votre mail indiquant que la livraison n'a pu se faire",Wed Nov 29 14:45:12 +0000 2017,2943160,"@813106 Afin que notre service client puisse faire des recherches à ce sujet, je vous propose de les contacter via ce lien : https://t.co/hgIrz98cdI",Wed Nov 29 14:48:00 +0000 2017
2308937,2308937,@AmazonHelp 分かっていますがありがたいです☺️,Mon Nov 13 02:54:27 +0000 2017,2308939,"@669713 ご存知ですよね。失礼しました。
最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ(*´︶`*) TY",Mon Nov 13 03:01:31 +0000 2017
2544877,2544877,So @118706 said they delivered my @115821 package to my mailbox… its not there. Thats cool :/,Sun Nov 26 19:51:34 +0000 2017,2544876,"@310672 Hello Shelby. I'm sorry to hear you haven't received your order as expected! Just to confirm, have you tried these steps to locate your package: https://t.co/DaGCaoAm0g? ^HC",Sun Nov 26 20:22:06 +0000 2017
21871,21871,Yo @115830 stop putting my account on hold! I just got it off hold yesterday and it's already back on hold and orders cancelled wtf!?,Wed Nov 01 07:56:57 +0000 2017,21870,"@120768 Sorry about that, have you received an email from an account specialist? ^KM",Wed Nov 01 07:59:54 +0000 2017
1303292,1303292,"@AmazonHelp Since when? I used to get packages on Sundays. Also, this particular order said it was guaranteed by Oct 31 &amp; now it shipped &amp; says Nov 1",Fri Oct 27 01:15:54 +0000 2017,1303294,@424556 Hmm...I apologize for any inconvenience. Who's the carrier for the order? You can check here: https://t.co/Y5jpI9gRhE ^BL,Fri Oct 27 01:22:36 +0000 2017
633594,633594,"@AmazonHelp Nein, warte noch auf die zweite Lieferung mit DEPOST. Die erste kam immerhin heute und als Datum stand auch 21-23.11 dann da.",Wed Nov 22 19:38:08 +0000 2017,633596,@136634 Du kannst dich gerne jederzeit nochmal bei unseren Kollegen melden. :) ^SK,Wed Nov 22 19:45:00 +0000 2017
2685108,2685108,@115821 - happens when I try to pull up any YouTube video https://t.co/cTv3Dyf19F,Sun Nov 26 22:29:54 +0000 2017,2685106,"@311664 Hi there, Chris! Thanks very much for letting us know that you're having difficulties with Youtube on your Kindle! from the looks of things everything is fine with the site you are trying to access...have you tried restarting your device? Please let us know! &amp;JD",Sun Nov 26 22:38:00 +0000 2017
1366134,1366134,Also very difficult to reach into the bin as it's nearly empty @115830 poor service https://t.co/gOuuje8hCx,Sat Nov 25 12:29:34 +0000 2017,1366133,"@438027 Hey, so sorrry about your package! Which carrier delivered this item? You can find that information here: https://t.co/aaDyEz1VgE . Thank you. ^AP",Sat Nov 25 12:38:35 +0000 2017
1381131,1381131,@115821 even confirmation for order by Amazon and hometown that my order will be delivered. Both have no clues of my delivered #cheater,Sat Oct 28 05:39:24 +0000 2017,1381130,"@441471 Kindly contact us here: https://t.co/rS49hgaADF, we'll assist you acccordingly. 2/2^VH",Sat Oct 28 06:08:30 +0000 2017
958815,958815,@AmazonHelp One of your sellers. But the order promised 2 day prime shipping. Would have gotten it elsewhere if I'd known it would take a week.,Sun Oct 22 16:08:10 +0000 2017,958816,@347495 Sorry for the wait! Our shipping method timers don't begin until your order actually ships. Learn more: https://t.co/25F0af6KKK ^JE,Sun Oct 22 16:12:26 +0000 2017
639600,639600,"I really can't wait for Amazon to complete their own delivery system. It is EXTREMELY annoying at times when you order something and the delivery services/couriers just messes it up, don't deliver it on time or lose your package. @115821 @AmazonHelp @115851",Wed Nov 22 19:46:16 +0000 2017,639598,@271712 I'm so sorry for the poor experience! Has there been trouble with a current order or delivery? ^VF,Wed Nov 22 20:09:27 +0000 2017
1965652,1965652,"Mi sa che c'è confusione in @AmazonHelp con i corriere, consegna prevista per oggi, nessun corriere passato 👏👏",Wed Oct 18 17:12:45 +0000 2017,1965651,@579939 Mi spiace! Che informazioni vedi nella tracciabilità della spedizione? ^GD,Wed Oct 18 17:22:36 +0000 2017
485215,485215,"@AmazonHelp One has said On The Way for the last 24 hours, while the other - which is to be bundled together - says out for delivery.",Fri Dec 01 15:14:03 +0000 2017,485213,@230447 We'd like to look into this with you to get this confirmed! Please reach out to us by phone or chat so we can talk in real-time here: https://t.co/hApLpMlfHN ^KJ,Fri Dec 01 15:26:00 +0000 2017
1615590,1615590,"@115850  refund is issued on24th Oct, it's been 10days still awaiting for refund. Such an amazing service kudos.",Sun Nov 05 13:11:22 +0000 2017,1615589,@495481 our support team for further assistance? [2/2]^SK,Sun Nov 05 13:32:31 +0000 2017
155189,155189,Mobiles exclusivity making my hyper. @115850 giving better deals but @118702 has my choice. @115850 When u r making Mi A1 available on ur platform?,Fri Nov 24 16:33:03 +0000 2017,155188,@151590 We haven't made an announcement surrounding the release date. Kindly stay tuned on our webpage for an update.^GD,Fri Nov 24 16:58:31 +0000 2017
1197935,1197935,Hi @115850 @AmazonHelp please inquire about my order #403-0124796-0384329. No delivery as yet and no response from Seller.,Wed Oct 25 03:31:45 +0000 2017,1197933,"@401468 your order details, we consider it to be personal information. Our page is visible to the public. (33)^SF",Wed Oct 25 03:38:30 +0000 2017
1210734,1210734,Que faut-il faire pour avoir une réponse de @AmazonHelp en fait?? 🤦🏻‍♀️,Wed Oct 25 10:20:31 +0000 2017,1210733,"@404192 Bonjour, en quoi pourrais-je vous aider ? ^BR",Wed Oct 25 11:44:44 +0000 2017
834212,834212,@AmazonHelp Done. Thank you!,Fri Oct 13 15:20:29 +0000 2017,834213,@318658 I can confirm we've received your information! We will be in touch soon. ^MT,Fri Oct 13 15:24:27 +0000 2017
2290300,2290300,"@AmazonHelp No its not, if you suggest some other ways.",Sun Nov 12 07:36:37 +0000 2017,2290301,@665301 Kindly connect with our support team here  https://t.co/TdDksLo6Mf. We'll look into it. ^PS,Sun Nov 12 08:25:27 +0000 2017
2830656,2830656,Desculpa @117086 agora vai mandar 2 pacotes pro mesmo lugar 2 x diferente....na proxima juro q compro td junto!,Mon Nov 27 12:52:21 +0000 2017,2830654,"@151194 LóL sua linda! ❤ O importante é que seus pedidos cheguem bem e claro, não esquece de compatilhar uma foto dos livros, certeza vamos amar! 📚 ^DA",Mon Nov 27 13:11:00 +0000 2017
1268321,1268321,@115821 @117634 so I can download a sample but I can't buy the book from my device = any device... what am I missing? #fail https://t.co/qqr49OHxWo,Thu Oct 26 12:57:09 +0000 2017,1268320,"@416966 Currently, Kindle books can't be purchased via our app. Please try purchasing this title using your mobile browser. ^KN",Thu Oct 26 13:32:00 +0000 2017
1953436,1953436,@115830 I then had to wait nearly 2 days for an email reply and still haven't had a refund I never complain in this manner but you don't seem to care about customers #tobigtocare 😠,Thu Nov 16 11:27:04 +0000 2017,1953434,@579940 Sorry to hear of the poor experience you have had. Did you receive confirmation of the refund in the email? ^ES,Thu Nov 16 11:30:28 +0000 2017
1285483,1285483,"@AmazonHelp I ordered an item on Tuesday with next day delivery, but it’s still not arrived, help??",Thu Oct 26 19:04:54 +0000 2017,1285481,@420688 What does the tracking information on the order show? You can view this information here: https://t.co/ijxJ9jCwr9 GR,Thu Oct 26 19:13:29 +0000 2017
574988,574988,@115821 package 📦 deliveries at 10:21pm?!?,Sun Dec 03 07:05:04 +0000 2017,574986,@255273 Sorry about this. What carrier was your order with Christie?,Sun Dec 03 07:15:31 +0000 2017
577121,577121,@AmazonHelp @115821 @123644,Sun Dec 03 09:13:41 +0000 2017,577118,"@244588 Hola Nazaret. Lamento mucho el inconveniente. Cuéntanos, ¿Es un producto vendido y distribuido por Amazon o Vendedor externo? Si el vendedor fue Amazon, ¿Hiciste la consulta con el transportista?
^FQ",Sun Dec 03 09:19:28 +0000 2017
2464836,2464836,"@AmazonHelp Hi, is there a way to report a bug on @119625?",Sun Oct 29 19:01:34 +0000 2017,2464833,@705399 Please connect with us here: https://t.co/eSItkObUoD and we'll look into it. 2/2 ^HD,Sun Oct 29 19:25:29 +0000 2017
1664055,1664055,"@AmazonHelp I

.@115850 I have given u my details twice .. I have even given my order id some 15 days ago.. what should I do more",Mon Nov 06 10:06:17 +0000 2017,1664056,"@119350 Therefore, request you to send your details using the link provided above. 2/2 ^AM",Mon Nov 06 11:02:00 +0000 2017
2789041,2789041,@AmazonHelp All resolved. Finally! Thank you so much for your help.,Tue Nov 21 19:48:11 +0000 2017,2789040,@268885 Glad to hear! Contact us anytime! ^SK,Tue Nov 21 19:56:00 +0000 2017
1861009,1861009,@115830 I placed an order on Saturday which gave estimated delivery for today- but you’ve still not dispatched it!! Why??,Wed Nov 22 06:08:55 +0000 2017,1861008,@556251 Thanks for reaching out! I'm so sorry for the wait. What was the original delivery date given to you at check out? This information was sent to your confirmation e-mail: https://t.co/EQs9Y3OBYY. ^LH,Wed Nov 22 06:14:00 +0000 2017
846914,846914,"@AmazonHelp Wie kann man bei der Produktsuche Händler aus dem Ausland wegfiltern, so dass man sicher bei einem deutschen Anbieter bestellt?",Fri Oct 20 14:16:29 +0000 2017,846912,@321284 Das ist so bisher nicht möglich. Dein Feedback gebe ich aber gerne weiter. Loeben gruß ^AV,Fri Oct 20 14:37:00 +0000 2017
1844122,1844122,"@117086 sua linda, quero mais loja de tudo.",Wed Oct 18 11:13:31 +0000 2017,1844121,"@552507 Olá Baconzitos, sempre estamos planejando novidades para surpreender você, sugiro ficar de olho no site! Grande abraço! 💜🤗 ^AZ https://t.co/fDzddXvahf",Wed Oct 18 11:19:40 +0000 2017
435098,435098,@AmazonHelp Parfait 😉,Tue Oct 10 18:34:24 +0000 2017,435099,@218354 ;) ^ ko,Tue Oct 10 18:35:55 +0000 2017
2531007,2531007,@AmazonHelp Friday October 20th,Mon Oct 30 11:06:12 +0000 2017,2531008,"@720432 Sorry to see that, is the order fulfilled by Amazon or a 3rd Party Seller? ^JJ",Mon Oct 30 11:10:00 +0000 2017
96807,96807,"When will you announce Amazon  LGQ6 phone app quiz  winner list.
@115850   @AmazonHelp",Thu Nov 30 00:02:18 +0000 2017,96804,"@137128 Winners for the #LGQ6AppQuiz contest will be announced by November 30, 2017. ^MP",Thu Nov 30 00:23:00 +0000 2017
1616264,1616264,@115821 I recently ordered the Interstellar on Blu ray 4k that you advertised on special offer. And you have changed the order to just the normal blur-ray?,Sat Nov 25 13:23:03 +0000 2017,1616262,"@495662 Hm.. That's strange! Could you send us a link to the item that you had ordered, so we can look into this for you? We'd like to help! ^ZW",Sat Nov 25 13:26:28 +0000 2017
1516128,1516128,Amazonからコンビニ支払いのメールこない,Sun Oct 22 06:49:52 +0000 2017,1516127,@471760 お支払い番号は商品によって発行時期が異なります。また、発行済みの場合には、アカウントサービスの注文履歴から番号を確認することが可能です。発行タイミングなど詳しくは、リンクのヘルプページをご参照ください。https://t.co/7XGrxNphFt TN,Sun Oct 22 06:51:03 +0000 2017
1648046,1648046,@115830 Really expect better from you guys. Especially as I pay for Prime. Not happy. Did I mention I pay for Prime?,Tue Oct 17 14:06:34 +0000 2017,1648044,"@503495 I'm sorry your order couldn't be filled. To receive a message when they're back in stock, you can sign up for email alerts. ^EM",Tue Oct 17 14:10:28 +0000 2017
1488690,1488690,@AmazonHelp Thank you! So as of yesterday I received all my packages but the last 4 items I ordered all took about a week despite choosing Amazon Prime.,Fri Nov 03 15:26:53 +0000 2017,1488693,@465791 Did these last items have a different delivery date then the ones received? Have we missed the expected date for them? ^VS,Fri Nov 03 15:36:00 +0000 2017
2868482,2868482,"The Amazon delivery guy who sent my Prime order to the wrong distribution center.

#UnlikelyPersonOfTheYear",Tue Nov 28 01:07:01 +0000 2017,2868480,"@796613 Oh no, Kevin! I'm sorry your package was shipped incorrectly. Have you received an update delivery date? You can view that here: https://t.co/Y5jpI9gRhE ^KL",Tue Nov 28 01:13:29 +0000 2017
1101937,1101937,@115821 has been slackin. Ordered a makeup bag for my trip today and got a kids belly dancer costume..........,Mon Oct 23 22:51:36 +0000 2017,1101936,@380011 Oh no! Was the bag sold by Amazon or by another seller? You can check the order details here:  https://t.co/Y5jpI9gRhE ^CH,Mon Oct 23 23:04:32 +0000 2017
1296255,1296255,"@AmazonHelp No I figured you could just refund me the money, and add a $20 gift card in as well.",Thu Oct 26 22:12:51 +0000 2017,1296257,"@422978 I'm sorry, we don't have access to accounts on Twitter. Please reach us at the link ^ME provided for available options. ^JM",Thu Oct 26 22:19:50 +0000 2017
472318,472318,@AmazonHelp And now the social media @AmazonHelp won't help either. Great!,Fri Dec 01 17:26:01 +0000 2017,472321,@227484 Have you contacted the courier directly Neal? If this is an option for you here is the information https://t.co/3XgdqYS6iR,Fri Dec 01 17:33:58 +0000 2017
498468,498468,@115821 someone is posting product reviews from my account? I don't know who is logged in or where they are ... help?,Fri Dec 01 19:00:08 +0000 2017,498467,@233990 Thank you for bringing this to our attention; we'd like to help however we can. Please contact our support team so we can have a chance to review your account details with you: https://t.co/hApLpMlfHN ^WM,Fri Dec 01 19:02:53 +0000 2017
37605,37605,@AmazonHelp I will escalate this to highest authorities. What a pain this has been! Have already shared all data and called 10 times.,Fri Nov 03 05:10:10 +0000 2017,37606,@124163 We haven't received your details yet. Kindly share the details in the link provided earlier and we'll get in touch. ^SY,Fri Nov 03 05:16:24 +0000 2017
739676,739676,@AmazonHelp I still haven't received the mail.,Wed Oct 11 13:50:48 +0000 2017,739679,@296901 The concerned team will look into this and reach out to you soon. I'd request you to wait for a correspondence from them. ^MA,Wed Oct 11 14:15:34 +0000 2017
437893,437893,@AmazonHelp Could let me know what's violation in above message??,Sat Nov 25 06:03:44 +0000 2017,437891,@219018 Please reach out to our support team here: https://t.co/WtcP5zd1iy and we'll help you with the required information. ^SH,Sat Nov 25 06:19:54 +0000 2017
2599693,2599693,"Why am I paying for amazon prime, if my order is going to be late?!",Fri Nov 17 06:15:36 +0000 2017,2599692,"@735942 Oh no, I'm sorry for the frustration! Did we miss the delivery date provided on Your Orders page here: https://t.co/Y5jpI9gRhE ^EA",Fri Nov 17 06:21:24 +0000 2017
676216,676216,"@AmazonHelp Amazon logistics were the carrier. Surely common sense would dictate that dropping packages over a high gate isn’t the best plan, especially when our neighbours were in and could have held it for us! I know it’s a busy time for you guys but still......",Thu Nov 23 11:29:19 +0000 2017,676218,@281299 I am very sorry to see this. This certainly should not be occurring. Please reach out to us directly so we may look into this for you: https://t.co/JzP7hlA23B ^CR,Thu Nov 23 11:41:00 +0000 2017
2332374,2332374,@115821 WHY DO YALL TAKE SO LONG!?,Fri Oct 20 01:27:01 +0000 2017,2332372,@675111 Are you expecting a recent order: https://t.co/Y5jpI9gRhE? ^RR,Fri Oct 20 01:38:25 +0000 2017
2781954,2781954,"@AmazonHelp Okay, I figured this out but it's definitely a broken feature on the https://t.co/NGQaxxpbNT website.  How can I work with someone to get this documented/fixed?",Tue Nov 21 19:31:52 +0000 2017,2781955,"@776899 Jon, our team would love to forward the issue up for you. Can you provide your information here so we can look into this further? https://t.co/bMpnbyxJXe ^GS",Tue Nov 21 19:54:35 +0000 2017
639510,639510,@AmazonHelp  https://t.co/oBHG0kZqmL,Wed Nov 22 19:55:54 +0000 2017,639509,"@271696 Hi Kim, I'm sorry you're having trouble playing music on your phone. Does this occur with all songs you try to play on your phone or just some of them? ^VF",Wed Nov 22 20:05:00 +0000 2017
1558030,1558030,@123765 allowed @115833 to use alexa to post to twitter but @784 does not have similar skill for us why enable it for us,Sat Nov 04 04:58:06 +0000 2017,1558029,"@206110 Thousands of Indian &amp; global developers are bringing more than 10,000 skills to customers in India. We'll add them soon. ^SG",Sat Nov 04 12:52:00 +0000 2017
916603,916603,"@AmazonHelp भाई साहब। मेरा पैकेज 4 दिन से gurgaon में अंडे दे रहा है, अभी भी delivery Monday दिखा रहा है, कुछ करो",Sat Oct 21 09:14:15 +0000 2017,916602,"@337616 Orders are marked for delivery as per the delivery date. We wouldn't be able to expedite the same, apologies for this. ^CB",Sat Oct 21 09:35:34 +0000 2017
343083,343083,"@AmazonHelp did a chat, didn’t get much info, just that the person would watch our case. No package has arrived yet",Sat Nov 18 22:22:40 +0000 2017,343082,@197675 Please let us know if you don't receive it in 36 hours.  ^KB,Sat Nov 18 22:29:29 +0000 2017
231915,231915,@AmazonHelp et toujours pas de réponse....,Mon Oct 09 11:28:50 +0000 2017,231916,@171222 Mon collègue a transféré votre demande au service concerné.Veuillez relancer le seller central depuis votre compte professionnel.^ARC,Mon Oct 09 11:49:27 +0000 2017
301520,301520,"@AmazonHelp Hi, I wanted to sign up for a 7 days free trial, for Prime Video, but i got charged 3 euro, even though it said it was free",Fri Oct 06 21:00:19 +0000 2017,301519,@187926 I'm sorry to hear about the charge! Please reach out to us here: https://t.co/JzP7hlA23B for more assistance with this. ^TK,Fri Oct 06 21:03:00 +0000 2017
511716,511716,@AmazonHelp There is no updated delivery date but it's Amazon Prints so it's not on that information,Sat Dec 02 01:54:28 +0000 2017,511718,@237642 Thanks for your continued patience! Orders may be delayed for various reasons during Holiday peak times. You will receive an email containing tracking information when it ships. Sorry for the inconvenience. ^SH,Sat Dec 02 02:08:00 +0000 2017
1688616,1688616,How do I block explicit tracks on prime music pls? @116935,Mon Nov 06 19:12:07 +0000 2017,1688615,@512748 Hi Elizabeth! We don't offer explicit music filters in Amazon music. ^WT,Mon Nov 06 19:27:57 +0000 2017
2881847,2881847,"@AmazonHelp Hey there, I've been having problems with one of the parcels I sent to a locket to get returned... it's still not saying whether it's arrived in a UK depot as of yet... I posted it to a locker with its tags a few weeks back...",Tue Nov 28 09:34:20 +0000 2017,2881846,@799623 Have there been any updates on the return for the item?^PJ,Tue Nov 28 09:38:27 +0000 2017
167905,167905,@115830 Loyal customer of 14yrs wishing to cancel account and refuse a £10 credit. Been told online for 3 days my order was out for delivery &amp; by 8pm. THREE DAYS same thing. Wasted time on 4 online chat sessions and not laving the house. Now told and shown package is in GERMANY,Fri Nov 24 20:54:49 +0000 2017,167903,@134071 We'd like for you to have a better experience with us! A member of my team would like to investigate this and reach out. Please leave your detailed information with us here: https://t.co/oFTCeZt1Vm ^KJ,Fri Nov 24 21:08:00 +0000 2017
964231,964231,THANKS A LOT @115821 FOR THE OPEN AND EMPTY PACKAGE LEFT IN MY MAILBOX,Sat Oct 14 03:38:47 +0000 2017,964230,@348863 We'd like to help. Please contact us here via phone or chat to explore your options: https://t.co/EKXRLsnxJu ^GG,Sat Oct 14 03:47:00 +0000 2017
2119351,2119351,"@624558 @262279 @28231 @AmazonHelp trying to buy this book, it says available in stock but won't let me add to cart... Tried both mobile and laptop routes..... What gives? Do you have it in stock or not? https://t.co/XtfO6htNc9",Wed Nov 08 14:25:53 +0000 2017,2119349,@624557 We're here to help any way we can! I see the book is in stock from other sellers. Find them here: https://t.co/Vo2xLgB9Lk. ^AL,Wed Nov 08 14:34:23 +0000 2017
2888124,2888124,"@AmazonHelp I have, they do not know how to help. Can i please have the direct contact number.",Tue Nov 28 13:37:23 +0000 2017,2888122,"@800849 Without posting any personal account details, can you tell us a bit more about what this in relation to? ^BZ",Tue Nov 28 13:42:53 +0000 2017
1313879,1313879,@426968 @3614 C'est la 1er fois que je suis déçu de @120533 https://t.co/avVMBcFFLP,Fri Oct 27 07:07:31 +0000 2017,1313878,"@426967 Bonjour, En quoi puis-je vous aider?
^YL",Fri Oct 27 07:12:00 +0000 2017
1258299,1258299,@AmazonHelp but I'm worried about the order which is scheduled to be delivered tomorrow.What if this remain undelivered,Thu Oct 26 08:59:57 +0000 2017,1258300,@414842 here: https://t.co/beaaDm0muc I'll look into it right away. 2/2 ^AR,Thu Oct 26 09:20:29 +0000 2017
2461305,2461305,great Job @115830 I pre ordered and payed for early release of sims 4 which should of been here yesterday to find out I gotta wait another week! It’s outrageous. I won’t be using your services again. “Oh it’s stock issues” not my problem sorry. Sort your company out!,Wed Nov 15 07:30:10 +0000 2017,2461303,@704716 Sorry to hear this Sam. Have you checked the order status on your account? You can check here :  https://t.co/aaDyEz1VgE ^BZ,Wed Nov 15 07:52:00 +0000 2017
1265109,1265109,@AmazonHelp Maia quel politique commercial ont ils voulus adopte en le vendant 200€ en plus 😅😂,Thu Oct 26 12:47:58 +0000 2017,1265110,@158277 les vendeurs peuvent fixer les prix de leurs articles. Nous n’intervenons pas sur la politique de prix des vendeurs. ^ARC,Thu Oct 26 12:58:29 +0000 2017
2477478,2477478,yay it's finally here!! thanks @AmazonHelp https://t.co/jajCib3aI2,Wed Nov 15 14:12:54 +0000 2017,2477476,"@656727 Hi Ashley, glad to hear your order has arrived. Thanks for letting us know :) ^BZ",Wed Nov 15 14:28:32 +0000 2017
226341,226341,@130723 @AmazonHelp  because of you customer like me is getting harassed and like madly in getting contacted u but still no reply,Wed Oct 04 04:30:09 +0000 2017,226340,@170030 We apologize for the inconvenience. Please share your details with us here: https://t.co/GIJyeYqKE0 and we'll help you. ^ZH,Wed Oct 04 04:43:55 +0000 2017
775390,775390,@AmazonHelp I should say Amazon Video!,Thu Oct 12 02:58:54 +0000 2017,775391,"@305266 It all depends on which TiVo it is! Here's a list of our supported devices: https://t.co/PaxqAIzZ9d

Let us know if this helps! ^WT",Thu Oct 12 03:07:25 +0000 2017
1980621,1980621,@AmazonHelp le numéro de suivi n est pas le bon sa me met sur un autre colis,Wed Oct 18 18:23:28 +0000 2017,1980623,"@420614 Dans ce cas-là, je vous invite à prendre contact auprès de notre SAV afin de vérifier, via: https://t.co/hgIrz98cdI ^FT",Wed Oct 18 18:30:35 +0000 2017
2609898,2609898,"@AmazonHelp Estou planejando comprar Mr. Mercedes, Psicose e O Iluminado ❤️",Fri Nov 17 11:10:40 +0000 2017,2609900,"@738143 Que ótima escolha Jackeline 💕, achamos que você já o carriho está pronto para Black Friday, né? ^MB https://t.co/NMKXFgaAhu",Fri Nov 17 11:25:58 +0000 2017
2602295,2602295,@115850 we purchased a lED moniter worth 11000 from Amazon and we received a stone slab in it.amazon cheated us . nobody should buy fromit,Fri Nov 17 07:58:23 +0000 2017,2602294,@736495 That's strange! Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll get it checked for you. ^SY,Fri Nov 17 08:23:52 +0000 2017
911550,911550,Amazonで頼んだ荷物来てないのに不在で受け取ってないことになってるのわけわかんね,Sat Oct 21 06:55:57 +0000 2017,911549,"@336499 ご不便をおかけしております。カスタマーサービスにて状況を確認させていただきます。https://t.co/NtNAX37Sr4
なお、お急ぎの場合は、お手数ですが配送業者へ直接のご連絡もご検討ください。https://t.co/1qgzKqaB1x ET",Sat Oct 21 07:05:00 +0000 2017
