thread_id,customer_tweet_id,customer_text,customer_created_at,brand_tweet_id,brand_text,brand_created_at,llm_intent
817608,817608,@AmazonHelp What about out of India service,Fri Sep 22 19:16:09 +0000 2017,817607,"@314741 Due to certain geo restrictions, you might not be able to stream the content. Please refer here:https://t.co/xSGoAKy8hg. ^VN",Fri Sep 22 19:47:36 +0000 2017,product_info_availability
724619,724619,"Beware of this seller on Amazon ""Beauty_Basket storefront"", sells counterfeit products. @115850 https://t.co/63uDJ90UcQ",Wed Oct 11 03:42:32 +0000 2017,724617,"@293554 I apologize for trouble you had to go through, please reach out to us here: https://t.co/rS49hgaADF for further assistance. ^VR",Wed Oct 11 03:59:24 +0000 2017,security_scam_report
527750,527750,@AmazonHelp Yeah I checked there sadly couldn't find any sharing info.   Does anyone know in the office there?,Sat Dec 02 20:16:32 +0000 2017,527752,"@242165 I'm sorry, this is not something that we currently have available. ^VS",Sat Dec 02 20:39:07 +0000 2017,other_uncategorized
977743,977743,@AmazonHelp  https://t.co/mtbagFwZ2V,Sat Oct 14 08:26:20 +0000 2017,977744,"@351894 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA",Sat Oct 14 08:57:00 +0000 2017,other_uncategorized
986859,986859,@AmazonHelp Can you not just process and despatch the order and bill me seperately? I have the money and you have the item. We can fix this!,Sun Oct 22 12:27:38 +0000 2017,986860,@353862 We don't have access to your account or it's details via Twitter! Please give us another call: https://t.co/JzP7hlA23B ^TG,Sun Oct 22 12:39:24 +0000 2017,other_uncategorized
2602253,2602253,"@115850 ordered this book over a month ago, and on the very day I'm supposed to receive it you cancel the order. Care to explain???

Been a loyal customer for years, and this is how you treat your loyal customers? https://t.co/2MsZXYurOl",Fri Nov 17 07:57:41 +0000 2017,2602252,"@736487 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. 2/2 ^PS",Fri Nov 17 08:28:30 +0000 2017,refund_return
539801,539801,@AmazonHelp @115821 .. I ordered HP laptop but you people delivered some screens. I am your one of the prime customers. And your team is not helping me. Expecting some response from you.. https://t.co/wwxVmhM7aQ,Sat Dec 02 14:46:40 +0000 2017,539799,"@245190 I'm truly sorry about the incorrect delivery being made! When you spoke with customer service, what did they advise you to do? Please let us know, we'd love to assist you with this. ^GP",Sat Dec 02 14:59:28 +0000 2017,delivery_issue
970985,970985,"@AmazonHelp Was til I complain, both Amazon and called OnTrac local dispatch, got much better, most deliveries lately have been UPS and USPS troublefree",Sun Oct 22 08:05:09 +0000 2017,970987,"@350395 Hi Bun, please keep us posted on the delivey status, as we want to be sure you receive your order without further issues. ^TS",Sun Oct 22 08:13:57 +0000 2017,delivery_issue
2305780,2305780,気づいたら俺はなんとなくAmazonプライム会員だった,Sun Nov 12 23:10:40 +0000 2017,2305779,@668970 (1/2)意図しないご登録となり申し訳ありません。プライム無料体験をご利用ではなかったでしょうか。ご登録後に自動更新をオフに設定されていない場合、体験期間終了後に有料会員へと移行となります。 YM,Mon Nov 13 00:03:34 +0000 2017,other_uncategorized
2467630,2467630,"21 minutes deep in a phone call with @117795, I don't often loose my temper, but I have now..",Sun Oct 29 21:06:37 +0000 2017,2467627,@706049 I'm sorry for this experience. Can you tell us more about what's gone on? ^DO,Sun Oct 29 21:09:28 +0000 2017,support_process_complaint
1042307,1042307,"@AmazonHelp Compañía de transporte
Amazon Logistics",Mon Oct 23 09:16:56 +0000 2017,1042309,@366439 En ese caso contactanos por acá para ver esto contigo: https://t.co/OjvUxwnzPe ^AR,Mon Oct 23 09:19:29 +0000 2017,delivery_issue
1700048,1700048,@AmazonHelp No card no one else has taken delivery and I've contacted the delivery agent but no luck!,Mon Nov 06 21:11:28 +0000 2017,1700050,@515555 That's odd! Let's look into this in real-time. Please reach to us when you have a free moment. https://t.co/JzP7hlA23B ^HM,Mon Nov 06 21:33:00 +0000 2017,delivery_issue
1095846,1095846,Aways a crapshoot w/ @115821 if #amzl_us will actually deliver . The odds are never in my favor.  Today they lied about a delivery (again).,Mon Oct 23 21:36:55 +0000 2017,1095844,@378603 Sorry you haven't received your order. Send details about this order here so we can investigate: https://t.co/vBXR5qNYgn ^CL,Mon Oct 23 21:40:07 +0000 2017,delivery_issue
1246334,1246334,all @AmazonHelp had offered is to refund my next day fee or cancel membership with a $50 refund. This is how they treat long time customers,Thu Oct 26 00:44:24 +0000 2017,1246333,@412404 Sorry! I'd like a member of my team to review this with you. Please give us more details here: https://t.co/Yylfz8wKww ^VB,Thu Oct 26 00:57:29 +0000 2017,support_process_complaint
1578312,1578312,@120533 Toujours aussi incapable....Avoir une livraison à date prévu est pas possible bordel de m*rde ! 🤬 https://t.co/an4cfsFiOU,Sat Nov 04 18:50:40 +0000 2017,1578310,"@486088 Bonsoir, désolée pour cela. Quel est le transporteur de votre colis je vous prie ? ^MA",Sat Nov 04 18:53:26 +0000 2017,delivery_issue
1446350,1446350,@AmazonHelp impossible de trouver ça sur le site ( ou je ne sais pas chercher ce qui est probable ),Thu Nov 02 16:16:02 +0000 2017,1446352,"@128315 N'ayant pas accès à votre compte sur Twitter, je prie de contacter notre SAV via : https://t.co/qzuu0dgDXz
^MD",Thu Nov 02 16:31:00 +0000 2017,product_info_availability
458894,458894,"@AmazonHelp I paid extra for one day shipping, can i expect that money back, as two Day was free and It will take 3-4",Fri Dec 01 01:27:07 +0000 2017,458896,@223981 I'm so sorry for the delivery experience! We'd like to help if we can. Please reach out to us here so we can look into this further: https://t.co/hApLpMlfHN ^MO,Fri Dec 01 01:45:00 +0000 2017,refund_return
1124984,1124984,"@AmazonHelp Ao todo foram 15 Livros, 13 vendidos pela Amazon e 2 por outros parceiro da loja.",Sat Nov 25 19:09:22 +0000 2017,1124985,@385270 Massa! Qual vai ser o primeiro livro que você vai ler? Você deve estar ansioso! 😃🔴⚫️👏 ^JJ,Sat Nov 25 19:16:56 +0000 2017,other_uncategorized
1085180,1085180,@AmazonHelp Both have now been delivered.,Mon Oct 23 19:28:16 +0000 2017,1085181,"@375973 Thanks for keeping us posted, David! Please let us know if there is anything else at all we could help with! ^SD",Mon Oct 23 19:32:41 +0000 2017,other_uncategorized
2363255,2363255,@AmazonHelp my delivery says it will be here by 9pm and it’s still dispatching at 9:28pm https://t.co/vTBaguAPQx,Mon Nov 13 21:30:15 +0000 2017,2363254,@531444 I'm sorry for this wait. Please use the following link so that we may do so: https://t.co/JzP7hlA23B ^DO,Mon Nov 13 21:33:00 +0000 2017,delivery_issue
2472402,2472402,"@AmazonHelp i have not, no. i can't see any option for me to do that either- when i click on ""view return label &amp; instructions"" there doesn't seem to be any means by which to request a new label...?",Wed Nov 15 12:46:51 +0000 2017,2472404,@707036 Can I ask for you to reach out to us through the link below and we will see what options we have for you:  https://t.co/hApLpMlfHN. Thanks ^GA,Wed Nov 15 13:05:28 +0000 2017,refund_return
180490,180490,@117086 quantos emails mais vou precisar enviar para vocês me responderem sobre meu pagamento de associados?,Wed Oct 04 12:23:05 +0000 2017,180487,"@158442 Olá DaYukie, você poderia nos explicar com mais detalhes o que aconteceu sem publicar detalhes da sua conta? ^DA",Wed Oct 04 12:27:33 +0000 2017,payment_billing
2934331,2934331,@AmazonHelp what part of nominated day delivery do you not understand? I won't be home today and you've ignored my request.,Wed Nov 29 09:59:35 +0000 2017,2934329,@136743 My apologies. Please get in touch: https://t.co/JzP7hlA23B and we'll be happy to look into what happened. ^DC,Wed Nov 29 10:12:55 +0000 2017,support_process_complaint
530751,530751,Hey @120533  pourquoi vous travaillé encore avec @120535 ? Deux jours que j'attends ma commande prime et impossible de savoir quand je serais livré ! #amazon #colisprive #neige #arnaque cc @1258,Sat Dec 02 10:04:38 +0000 2017,530749,"@242928 Bonjour, je suis désolée d'apprendre cela :/ L'avez-vous signalé à notre service client? ^FT",Sat Dec 02 10:24:54 +0000 2017,delivery_issue
930197,930197,@AmazonHelp New delivery instruction given last night and was guaranteed a delivery by end of today but of course that would be too easy. Followed up and called customer service today and was told that the delivery person will only deliver it tomorrow. #thumbsdown,Tue Nov 21 10:29:45 +0000 2017,930199,@192262 Really sorry for that. Who's the carrier in charge of the delivery please? ^FA,Tue Nov 21 10:39:36 +0000 2017,delivery_issue
361713,361713,"@AmazonHelp I want to buy the product, you mean today I cannot?",Sun Oct 08 17:59:38 +0000 2017,361715,@181613 Kindly reach out to our support team regarding the quantity limit here: https://t.co/jTRDpqC6sp. They'll look into this.^VN,Sun Oct 08 20:57:31 +0000 2017,product_info_availability
2587357,2587357,@AmazonHelp No me da esa opción,Mon Oct 30 18:12:34 +0000 2017,2587359,"@733104 Sara, en este enlace https://t.co/NyJI1v43Cb encuentras los dados de contactos de las compañías de transporte, avisanos. ^DA",Mon Oct 30 18:23:06 +0000 2017,other_uncategorized
725554,725554,@115850 i wanna ask a q? If u guys not able to deliver items right way den why blame to customer like address not correct/refused by same?,Wed Oct 11 04:16:45 +0000 2017,725552,@293795 That's unusual. Kindly report this here: https://t.co/vlvfJr4nN9 and we'll check. ^HK,Wed Oct 11 04:49:29 +0000 2017,delivery_issue
1030152,1030152,Amazonからの荷物が分かれるのが嫌すぎてギリギリまで粘ったのに品数4つで3つに分かれるってどういうこと💢💢💢,Mon Oct 23 04:14:23 +0000 2017,1030151,@363736 恐れ入りますが、当サイトでは、複数の配送センターで商品を管理しており、また、商品の大きさや種類、在庫状況等を元に、発送処理を進めております。大変申し訳ございませんが、まとめて発送をご指定の場合でも複数の梱包に分けて商品を発送させて頂くことがございます。TY,Mon Oct 23 04:28:30 +0000 2017,delivery_issue
2278366,2278366,"Thanks for leaving my parcel out in the heavy rain, @AmazonHelp @115830 nothing like a soggy birthday book... https://t.co/aBewQA2NBm",Sat Nov 11 17:25:05 +0000 2017,2278365,@662462 Oh no! This isn't the level of service that we expect our customers to receive. We want to make this right! Please contact us via phone or chat at the following link so we can discuss available options with you: https://t.co/JzP7hlA23B ^MW,Sat Nov 11 18:45:00 +0000 2017,delivery_issue
812373,812373,"@AmazonHelp £30 off my favourite perfume, a cool shirt for my sister and the best customer service from you guys. 

I think everyone’s happy. 😁",Sat Nov 25 09:56:08 +0000 2017,812375,@313579 😊😊 Oh that's really nice! Thank you for your awww comments :),Sat Nov 25 10:03:31 +0000 2017,other_uncategorized
2184675,2184675,"@AmazonHelp bonsoir, vous m'expliquez le nouveau concept de livrer le contenu du colis, ouvert, hors du colis !? https://t.co/oRLy9a6ndC",Thu Nov 09 17:54:07 +0000 2017,2184673,"@639868 Bonjour,
Je suis désolée d'apprendre cela. Quel est le transporteur en charge de la livraison?
^MD",Thu Nov 09 18:00:25 +0000 2017,product_info_availability
448654,448654,What’s the point in having amazon prime if my packages take forever to get here 😩 @115821 #hawaiiprobs,Thu Nov 30 20:46:15 +0000 2017,448653,@221299 Hey Joyce! I'm really sorry for the frustration. We'd like to help if we can! Do you have a recent order that's passed its delivery date given in your order confirmation e-mail? ^AJ,Thu Nov 30 20:54:29 +0000 2017,delivery_issue
546410,546410,@AmazonHelp I'm pretty sure the package was lost to be honest here and I'm extremely frustrated,Sat Dec 02 18:07:51 +0000 2017,546411,@247053 I'm sorry for the wait! Who's the carrier shown in Your Orders here: https://t.co/Y5jpI9gRhE? ^JM,Sat Dec 02 18:19:29 +0000 2017,delivery_issue
179981,179981,"@116928  buenos días, me parece increíble que después de 3 llamadas no me resuelvan el problema y me cuelguen. Vaya servicio d At cliente https://t.co/yQdJT3aZa5",Wed Oct 04 11:21:26 +0000 2017,179979,@158364 Lamento cualquier inconveniente. ¿Podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta? ^VL,Wed Oct 04 11:27:10 +0000 2017,support_process_complaint
2110456,2110456,I'm watching Mr. Robot #telfie @116618 #PrimeVideo #MrRobot S3 E2 #Hype https://t.co/oCIH90eoTI,Thu Oct 19 01:59:18 +0000 2017,2110455,@622569 👌,Thu Oct 19 05:06:31 +0000 2017,other_uncategorized
489514,489514,"@5503 @115833 when can we expect the video skills in Alexa app. There is no ""Music, Video, &amp; Books"" in Alexa app Indian edition as opposed to the doc at https://t.co/pGv5uDtxMg",Fri Dec 01 15:55:19 +0000 2017,489512,"@231584 Thousands of Indian &amp; global developers are bringing more than 10,000 skills to customers in India. Further, I'll be sure to pass your feedback to the concerned team internally. ^SG",Fri Dec 01 16:17:00 +0000 2017,product_info_availability
885476,885476,Qué lindo cuando son las 19.20 y el repartidor de @116928 sigue sin aparecer,Fri Oct 13 17:18:48 +0000 2017,885474,"@330255 Hola Perla, lamento las molestias. ¿Has intentado contactar con el transportista sobre esta entrega? ^LG",Fri Oct 13 17:29:29 +0000 2017,delivery_issue
279929,279929,@AmazonHelp worst app ever seen very poor customer service still no one taking responsibilty to solve the issue. pleaae better to discountinue app or customer servise if u think not solve customer issue or even laugh on customer complaint during the call...,Mon Oct 16 17:32:38 +0000 2017,279930,@182720 Apologies for the ordeal Mukesh. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,Mon Oct 16 17:55:00 +0000 2017,support_process_complaint
726357,726357,@AmazonHelp Received another ridiculous response from your customer service department. Can you please have this situation sorted today. At wits end.,Wed Oct 11 17:09:06 +0000 2017,726358,@293992 What information did we provide? ^TR,Wed Oct 11 17:17:00 +0000 2017,support_process_complaint
2376122,2376122,@115850 So convenient for you guys to just change the delivery date. It was supposed to arrive today and I have a trip tomorrow morning. What do you want me to do now? I want the bag for tomorrow morning 6AM. https://t.co/jU6abVosSH,Tue Nov 14 02:59:38 +0000 2017,2376120,@341062 Sorry to know about the delay in the delivery of the order. I'll be sure to pass on your feedback to our specialist team internally. Kindly wait until the mentioned time frame for the delivery of the order. Do keep us posted. Appreciate your patience. ^AK,Tue Nov 14 03:12:50 +0000 2017,delivery_issue
2834243,2834243,@AmazonHelp Je n'en ai pas le souvenir,Mon Nov 27 15:53:16 +0000 2017,2834244,@788974 Avez-vous vérifié cela avec notre SAV ? ^MA,Mon Nov 27 16:03:58 +0000 2017,other_uncategorized
76046,76046,"Hé oui @120533, je savais que vous ne publieriez pas mon commentaire car il vous dérange, je ne dis pourtant que la vérité, et pas grave, je le publie ici ! Faites qqch au sujet de vos livreurs franchement, y’en a marre !!!!! #amazon #amazonfr #@115821 https://t.co/rEaQpPbp15",Wed Nov 29 18:25:41 +0000 2017,76045,"@133019 Bonjour,
Rencontrez-vous un souci avec une livraison en cours? Pouvez-vous nous expliquer davantage la situation je vous prie? 
^SA",Wed Nov 29 18:43:00 +0000 2017,delivery_issue
1899097,1899097,"@AmazonHelp ご丁寧にありがとうぎざいます。アプリの入れ直しはやってみたのですが、もう一度試してみます。
洋書のサンプルをDLしたところ、国内出版物を検索しても検出されなくなったのですが、何か設定が必要でしょうか？",Tue Oct 31 03:34:43 +0000 2017,1899099,@565987 ご質問の件につきましては、ご利用環境などをお伺いした上でご案内させていただきますので、誠に恐れ入りますが、先ほどご案内したリンクよりカスタマーサービスにお問い合わせください。TN,Tue Oct 31 03:38:27 +0000 2017,account_technical
2513422,2513422,@AmazonHelp None. So prime will take 8+ days. Not acceptable. As mentioned it’s been less than 15 minutes away for 3.5 days.,Mon Oct 30 06:48:30 +0000 2017,2513421,@715243 Please contact us here: https://t.co/hApLpMlfHN so an agent can look into this order for you. ^JJ,Mon Oct 30 07:10:00 +0000 2017,delivery_issue
1364717,1364717,@AmazonHelp Elogio enviado! 😍,Fri Oct 27 21:28:14 +0000 2017,1364718,"@437745 Agradecemos muito seu comentário, Janaína. Um abraço grande para você 😊 ^LG https://t.co/AGsL8kkyMT",Fri Oct 27 22:02:11 +0000 2017,other_uncategorized
2107314,2107314,@117804 E a capinha do Kindle paperwhite? Essa não vai ter promoção nunca?,Sun Nov 26 12:36:10 +0000 2017,2107313,"@621856 Oi Daniel, não dispomos dessas informações mas assim que tivermos novidades serão anunciadas no site. ^VL",Sun Nov 26 12:38:00 +0000 2017,product_info_availability
1615590,1615590,"@115850  refund is issued on24th Oct, it's been 10days still awaiting for refund. Such an amazing service kudos.",Sun Nov 05 13:11:22 +0000 2017,1615589,@495481 our support team for further assistance? [2/2]^SK,Sun Nov 05 13:32:31 +0000 2017,refund_return
25013,25013,"@115850 I gt 2 updated from Amazon
First my product got shiped..
2nd I refused to take product...no cl for delivery",Wed Nov 01 09:06:45 +0000 2017,25011,@121408 Sorry for the trouble with the delivery. Have you reported this to our support team here: https://t.co/2t6DQoUmNZ? ^HR,Wed Nov 01 09:29:26 +0000 2017,delivery_issue
2254555,2254555,"Well Amazon is about to lose a ton of my business. I ship everything to work so nothing's gets swiped off my porch, which was fine w/UPS delivering. They are now passing stuff off to their own drivers who can't deliver during business hours.",Fri Nov 10 23:25:57 +0000 2017,2254554,@656709 We'd like to take a closer look into the delivery and available options. Please send us your information and any other details here: https://t.co/7os3tDRbRX ^LI,Fri Nov 10 23:30:44 +0000 2017,delivery_issue
1140848,1140848,"Eu entro na @117086 só pra pesquisar os livros que eu preciso ler, eventualmente comprar e nunca vou ler. :(",Tue Oct 24 15:36:47 +0000 2017,1140845,"@388546 Olá Carlos, eita nossa, por nunca vai ler? 😭 ^DA",Tue Oct 24 15:40:07 +0000 2017,other_uncategorized
1139778,1139778,@120533 un code de reduction pour ce panier ? https://t.co/MBXGkxAV2t,Tue Oct 24 10:12:25 +0000 2017,1139777,"@388297 Nous n'offrons pas de codes de réduction, ceci dit vous pouvez suivre les promotions via le lien: https://t.co/jJiZXOMu6x.^ASZ",Tue Oct 24 10:26:00 +0000 2017,promo_giftcard
224411,224411,"I will never call @amazonhelp again. Idiot picks up the phone, asks for my info and then puts me on endless hold. #badservice @115851",Thu Oct 05 04:31:05 +0000 2017,224409,@138638 Sorry to hear that! Can you tell us why you contacted us? Is there an issue with your account?^CD,Thu Oct 05 05:13:53 +0000 2017,support_process_complaint
1673662,1673662,Have literally waited all day for this and the driver didn’t even knock on the door. Hasn’t even left package at safe space. @AmazonHelp https://t.co/4lA2laZqUC,Mon Nov 06 17:12:44 +0000 2017,1673660,@220654 Oh no! We can take a look with you in real-time if you'd like to reach us via chat or phone: https://t.co/JzP7hlA23B ^KN,Mon Nov 06 17:27:47 +0000 2017,delivery_issue
416705,416705,@AmazonHelp please can you refund me money?,Sat Oct 14 11:04:43 +0000 2017,416706,@214410 I’d like to help; could you please confirm if you've shared the details provided in the link here: https://t.co/in4HM9TUcT. ^MO,Sat Oct 14 12:19:35 +0000 2017,refund_return
1445455,1445455,"Dear @115821, this is completely unacceptable. If I drove my other car I would have gone right over this package. https://t.co/zOHT7guI6K",Thu Nov 02 15:44:06 +0000 2017,1445454,@455416 So sorry! Who was the carrier listed for the order: https://t.co/Y5jpI9gRhE. Please let us know! ^KJ,Thu Nov 02 15:51:00 +0000 2017,delivery_issue
2349468,2349468,"&lt;3 you @Walmart! 18 orders, free fast shipping, 0 mistakes :D  you suck @115821! STILL waiting for my order from you, which was ordered several days before my latest WalMart order.",Mon Nov 13 17:16:04 +0000 2017,2349466,@679131 I'm sorry you haven't received your order! What was the delivery date based on your order confirmation e-mail? ^DD,Mon Nov 13 17:26:25 +0000 2017,delivery_issue
1699943,1699943,"@AmazonHelp Will Alexa understand Indian languages? if yes, then please share the list of supported Indian languages.",Tue Oct 17 19:01:11 +0000 2017,1699944,"@121283 and intonation; support for music titles, names, and places in additional non-English languages.  2/2 ^HD",Tue Oct 17 19:31:34 +0000 2017,product_info_availability
1828677,1828677,@AmazonHelp Thank you and BTW I just subscribed to prime :),Wed Oct 18 06:24:31 +0000 2017,1828678,@280266 Pleasure is all ours! Welcome to the Prime family. Happy shopping. :) ^SA,Wed Oct 18 06:42:31 +0000 2017,other_uncategorized
1269516,1269516,@AmazonHelp I have not ordered these products. Do you have any means to address any other issue than the orders I placed? It’s irritating 😠,Thu Oct 26 13:33:09 +0000 2017,1269515,@415591 Kindly allow our support team to look into the issue here : https://t.co/rS49hgaADF so that we can assist you accordingly. ^RI,Thu Oct 26 14:06:25 +0000 2017,support_process_complaint
1564991,1564991,"@AmazonHelp Fortunately the product is in working order, I was not informed of the delivery so I had no idea about it being left outside.",Sat Nov 04 15:02:12 +0000 2017,1564990,@483175 We typically send an e-mail when packages are delivered. Please check your spam/junk folders as they can be there. ^KJ,Sat Nov 04 15:05:26 +0000 2017,delivery_issue
812184,812184,@AmazonHelp How easily ur delivery team sent a message that parcel has been delivered and you guys had accepted that.Nice to see your real time service.,Sun Oct 15 19:53:07 +0000 2017,812191,"@313073 I'm sorry about that Rahul. Our team is working on it, kindly request you to wait and we'll get back to you with an update. ^GD",Sun Oct 15 20:09:00 +0000 2017,other_uncategorized
2124941,2124941,@115850 Have created a ticket with them and they promise to investigate this and resolve it in the next two days.,Wed Nov 08 17:44:13 +0000 2017,2124940,@625796 contact you soon. (2/2) ^MO,Wed Nov 08 17:51:34 +0000 2017,support_process_complaint
1693707,1693707,@115851 Not sure if you would be interested in knowing terrible experience I had while trying to rectify problem with my A/C @115850,Mon Nov 06 18:40:39 +0000 2017,1693705,@442894 Have you shared the details on the link provided to you earlier? If not yet then please do and we would connect shortly. ^KK,Mon Nov 06 18:59:00 +0000 2017,other_uncategorized
379310,379310,@AmazonHelp @115821 I got this status without even getting the parcel. So now amazon has started updating status without delivering. Sad. https://t.co/oprTnefcZn,Mon Oct 09 06:30:05 +0000 2017,379309,@206007 valued customer. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll take necessary actions to make things right. 2/2 ^MJ,Mon Oct 09 06:38:31 +0000 2017,delivery_issue
2971993,2971993,@AmazonHelp my package is supposed to be here by Friday and has yet to even be shipped and it's something I NEED. Help please?,Thu Nov 30 00:43:59 +0000 2017,2971991,"@292962 Thank you for reaching out! Packages can be shipped up and until the day the delivery is scheduled for. You can see up to date tracking info in Your Orders, here: https://t.co/Y5jpI9gRhE Please keep us posted, we want to ensure you receive your package. ^NN",Thu Nov 30 01:04:58 +0000 2017,delivery_issue
783804,783804,@AmazonHelp why has Amazon locked my account. How do I reach out to Amazon for resolving this?,Thu Oct 12 07:05:30 +0000 2017,783802,@307073 it and the team would reach out to you. (2/2) ^KA,Thu Oct 12 07:32:30 +0000 2017,account_technical
2621029,2621029,"@AmazonHelp Ill be returning it, without question, but just wanted to highlight the delivery because I cut my hand on the ceramic broken in the packaging - usually Amazon is very reliable but this isnt great.",Fri Nov 17 15:58:29 +0000 2017,2621028,"@740587 We want our team to investigate this further with you. Please send us your details using the following, secure, link: https://t.co/PsRv8NyhXB ^GR",Fri Nov 17 16:09:30 +0000 2017,delivery_issue
1356301,1356301,"@AmazonHelp os mesmos dados do cartão? se sim, gostaria de saber como faço para deletar esta conta",Sat Oct 28 00:26:41 +0000 2017,1356303,@436243 Enquanto está bloqueada não pode ser modificada ou deletada. No caso pode contatar com o nosso SAC pelo link enviado 1/2,Sat Oct 28 00:30:41 +0000 2017,account_technical
1502866,1502866,@AmazonHelp I redeemed it but I have problems with that.,Fri Nov 03 16:00:30 +0000 2017,1502867,"@468814 Hello Elric - Have you checked your messages for a benefit confirmation e-mail here: https://t.co/Yo6VD4ythL?

- Rick",Fri Nov 03 16:05:33 +0000 2017,promo_giftcard
1820145,1820145,@115850 Hey bought house of marley earphone on 30th may. One of the earpiece is stopped working. What to do?? Pl. Help,Sun Oct 29 06:36:48 +0000 2017,1820144,"@546436 Sorry to know about the trouble with the order. As the return window has expired, ^AK (1/2)",Sun Oct 29 06:44:38 +0000 2017,refund_return
1763248,1763248,@AmazonHelp Why am I being ignored??? 4 days on the trot I've asked for help!!! Even Amazon themselves asked you to help me! #hello,Tue Nov 07 20:19:38 +0000 2017,1763246,"@530485 Due to agreements with the content provider, the title is unavail on digital. You can buy on DVD: https://t.co/mV93z6rSD0 ^AN",Tue Nov 07 20:46:55 +0000 2017,support_process_complaint
2498483,2498483,@115850 @AmazonHelp Kindly look into this,Mon Oct 30 03:48:21 +0000 2017,2498481,@712913 That's odd. Kindly re-install the app once. Do let us know if the issue still persists. ^PS,Mon Oct 30 03:55:27 +0000 2017,support_process_complaint
461301,461301,@AmazonHelp Can you provide me with that link again?,Fri Dec 01 21:54:36 +0000 2017,461302,@209029 Of course! We can be reached via phone or chat here: https://t.co/hApLpMlfHN ^ML,Fri Dec 01 21:59:00 +0000 2017,product_info_availability
424313,424313,"@AmazonHelp Il me plaira meme beaucoup, sa marche je vous tiendrais informer 😉😊^^!!!",Tue Oct 10 13:42:40 +0000 2017,424314,@164975 Hâtes d'avoir de vos nouvelles ! 😉 ^RA,Tue Oct 10 13:53:00 +0000 2017,other_uncategorized
264753,264753,Dear @115850 Thank u 4 ur pathetic service delivery &amp; customer experience. Don't fool customer on the name of Prime &amp;1 day delivery.,Tue Oct 10 06:43:03 +0000 2017,264751,"@179071 We're sorry to hear that, Rahul. Could you please elaborate on what went wrong so we could check right away? ^HK",Tue Oct 10 07:02:29 +0000 2017,delivery_issue
469450,469450,@115850 Dear Amazon Maine Prime Membership Join Kr Li Hai But Abhi Tak Prime Membership Card And Wo Keychain Nhi Mili Hai Why....I Love That Keychain.,Fri Dec 01 06:40:27 +0000 2017,469448,"@226783 That was an introductory offer, available for limited time only. As an alternative, you can enjoy great videos and awesome deals with prime access. Welcome to the prime family. :D ^RW",Fri Dec 01 07:02:25 +0000 2017,delivery_issue
2418504,2418504,"Hey @115821 I order TONS of stuff from you, &amp; there's been a year's worth of shipping issues in the past 1-2 months. Your customer service can't seem to tell me any more info than the app. If I have to go out of my way to call about an issue, you'd better be able to explain it.",Tue Nov 14 17:31:08 +0000 2017,2418502,"@694899 I'm so sorry to hear you've been experiencing delivery issues! I understand that this can be super frustrating. Have you noticed this to be a trend with a particular carrier?

^AV",Tue Nov 14 18:01:32 +0000 2017,delivery_issue
448745,448745,"@AmazonHelp Colocaram no sistema a retificação do endereço, DUAS VEZES,e a transportadora não vê... Aliás, transportadora essa que não tem como entrar em contato... Que legal não?",Thu Nov 30 20:38:18 +0000 2017,448743,"@221318 Andrëw, você pode conferir as informações de contato das nossas transportadoras aqui: https://t.co/8eUcWyqW1U ^CR",Thu Nov 30 20:41:28 +0000 2017,delivery_issue
980067,980067,Amazonが届かな――い！,Fri Nov 03 05:00:56 +0000 2017,980066,@352394 ご心配をおかけしております。発送済みで注文履歴から配送業者や伝票番号がわかる場合には、お手数ですが配送業者へご確認いただけますでしょうか。お届け予定日内の場合は恐れ入りますが到着まで今しばらくお待ちください。SK,Fri Nov 03 05:09:00 +0000 2017,delivery_issue
932723,932723,"@118919 Very pathetic service of #AmazonIndia in Silchar,Assam.Parcel is in local delivery place for 6days, not delivered.",Sat Oct 21 12:02:34 +0000 2017,932721,@341244 Sorry to know you haven't received your order. Kindly report this to our support team here: https://t.co/cZ9PSVL8EL ^ OS,Sat Oct 21 12:18:28 +0000 2017,delivery_issue
2431224,2431224,@AmazonHelp Encuentran en casa se devuelve el producto y tengo que volver a esperar y tengo clases mañana. Gracias.,Tue Nov 14 20:44:28 +0000 2017,2431223,"@697865 Buenas noches, Del abismo. Tu comentario fue respondido aquí: https://t.co/OuNViTmyt9 ^CR",Tue Nov 14 20:49:26 +0000 2017,refund_return
1380643,1380643,@AmazonHelp Will do - thank you,Tue Nov 07 06:30:28 +0000 2017,1380645,@359083 Thanks- You're welcome. ^NV,Tue Nov 07 06:33:00 +0000 2017,other_uncategorized
135112,135112,"@AmazonHelp Sir I Had searched, pls share here. I will update and will be having no issues onto sharing live as 28 days with no support and just everyone taking time . I guess even a year is short for you guys.",Sat Nov 18 09:51:50 +0000 2017,135111,@146436 Could you please confirm if you've replied to the email correspondence sent from our end? ^RB,Sat Nov 18 10:15:29 +0000 2017,support_process_complaint
